26081,15800,6336,8462,3349,2266,3472,1722,44,81,2
53353,11880,6189,4239,4458,2143,1748,1179,44,78,1
99931,29707,46475,15247,7940,9243,2525,2228,48,96,1
7455,34486,12475,2774,10723,11459,3134,1632,50,80,1
237956,83772,10063,50412,21757,10896,2359,5714,50,77,1
68407,9735,2887,2358,4598,2266,897,1531,53,69,1
35671,11496,4423,1120,9497,2207,1314,1670,56,50,1
353094,40716,28400,5417,16953,13930,3888,2863,53,56,1
35338,20318,37023,12839,9974,10292,1560,1325,60,67,1
337105,24263,342,6182,6979,13856,5578,2593,70,57,1
94453,67216,44552,21058,9284,10803,3848,2993,66,74,1
123003,23505,10815,29848,23401,7351,5506,10537,61,77,1
40031,42719,5338,14100,18594,13251,6745,2509,64,57,1
83708,16611,19172,2234,3311,1455,1354,711,37,80,1
2413352,214173,17044,47380,40283,16657,3413,3419,35,66,1
30496,24231,8434,2593,2746,4436,1327,921,37,57,1
519450,62947,38354,13169,4736,7212,1693,828,23,67,1
1614084,152473,63646,38136,36914,21795,3378,3900,34,61,1
1035255,122103,30548,18365,9610,10820,4190,4956,34,64,1
1669885,158079,14616,37047,35815,12412,11469,6580,24,61,1
807596,111437,61067,34180,14553,13061,4318,3846,23,61,1
624028,150420,52063,18654,30438,7735,3217,4489,14,57,1
797104,66204,40876,29867,39204,15679,4241,4584,21,64,1
753797,65177,19153,16028,18862,8299,13742,3048,26,69,1
36768,25903,14675,21863,13228,11308,4940,5565,38,70,1
1039953,269923,61290,50496,58333,36197,3758,5913,48,67,1
530143,86142,18358,4091,11640,5667,2453,3068,40,56,1
28241,10352,32724,6518,17741,19615,2016,3450,56,66,1
1042289,24260,9278,18987,13303,9596,3391,2016,57,64,1
15072,12524,3357,5696,4447,4025,571,642,64,67,1
72546,13884,778,5010,3365,2290,1855,552,75,74,1
1127769,28766,53627,6175,25248,18576,5077,2950,67,74,1
92742,225599,33524,30208,23586,10069,7544,3510,48,61,1
522515,88989,14407,22729,27695,16242,5801,3290,43,54,1
1143873,236914,3037,20457,15439,17552,4218,3180,38,40,1
2022815,46986,44924,23648,17531,17627,6982,3277,34,38,1
13621,14379,22404,13675,10440,11571,6629,4650,54,54,1
178699,31536,13356,9927,6636,3445,757,998,47,61,1
444033,71787,9807,4135,6287,6586,2118,4416,48,69,1
8654,5991,10424,5175,20713,12121,2082,2653,63,61,1
568869,86757,11499,5427,14790,7073,4944,1613,48,41,1
23156,6787,13577,7619,11108,5233,5288,4371,61,47,1
111136,9840,847,3803,7700,2016,1478,1175,67,51,1
597646,65847,11855,17748,16592,6403,3175,4754,44,50,1
368797,48081,2888,5301,3635,2875,1493,1619,41,50,1
47043,30015,1626,24590,27613,20030,2542,7232,48,38,1
191073,61950,7753,18529,5168,11149,4847,7865,47,41,1
4545,8933,4415,15301,3846,19436,20242,14287,75,47,1
778787,170357,20063,48896,4215,29221,15905,14074,84,56,1
14597,7464,5093,9011,6823,10428,36416,23964,88,63,1
188684,11985,27392,7939,14401,18205,17420,7249,100,74,1
46856,27811,5525,10021,27312,19752,9648,6147,96,61,1
2282,18340,10563,23987,17387,10846,9550,8260,100,69,1
8168,33477,15783,4949,5400,5389,12199,6239,83,69,1
18226,26879,9517,31914,10670,10026,8488,5533,70,69,1
108923,8623,2591,4451,2050,3323,2993,1792,61,80,1
35536,43209,14865,12085,22187,18231,7869,9462,63,69,1
73284,6535,1940,3267,5554,3776,1612,1517,77,64,1
32233,23983,24677,16501,16144,4945,6716,8963,69,64,1
28268,13047,9583,20012,9172,6752,7455,3925,67,74,1
21966,15015,3945,19367,13029,10540,4576,3559,69,80,1
7733,20002,14650,3850,12146,27856,14070,7088,78,80,1
20938,44244,9274,24326,12634,13698,5847,6026,88,74,1
36908,20256,3745,12214,5184,6714,4702,4503,90,64,1
368126,19332,16546,26411,12381,4563,4945,7012,75,74,1
281028,66489,35541,16858,8820,10288,11603,8520,50,80,1
2355,41301,9194,8946,8521,6080,4480,11522,43,75,1
9574,10582,23336,27524,5701,30236,6686,3667,53,84,1
666402,208655,13942,47373,19495,29027,23457,29585,57,64,1
4540,5022,8582,11463,16456,11049,23352,14655,77,64,1
99748,10140,3794,2598,2632,7169,1942,3904,93,64,1
7560,6707,5838,11174,11670,18557,8789,20999,97,54,1
40223,3617,13503,2250,659,3939,3299,3800,100,80,1
1367998,51832,20734,19426,7160,16532,21596,6815,94,77,1
14239,3906,6238,4320,9726,3814,4738,2205,88,83,1
1277832,137329,53647,98558,121970,109181,48454,19599,78,83,1
560017,157772,30400,36620,28190,12804,9062,17285,64,64,1
614622,72131,13930,19897,16291,13670,6300,5117,61,60,1
49051,11732,5650,7052,4371,1508,2029,2042,44,63,1
35406,74243,31503,25986,44982,30632,5527,5675,38,61,1
19628,21643,4022,8043,16807,10098,3959,2685,56,56,1
281826,49906,7292,8896,6340,1532,532,678,35,54,1
101745,127445,7762,2815,11005,9344,4109,1568,37,27,1
7218,11072,1976,23313,29860,28568,4395,3653,50,26,1
18521,10943,3824,4991,3928,3355,1899,1670,47,35,1
37057,32000,12607,26597,21437,14284,3362,3645,69,43,1
24053,8856,18515,15077,26225,13085,2404,6547,87,69,1
3369,64666,10213,12072,5912,11805,4566,2360,67,66,1
24272,18563,11434,2400,2808,6988,921,705,69,66,1
15923,22263,9018,11160,17464,7665,4949,5781,67,63,1
334761,21955,1245,5498,12124,11921,6179,1307,70,44,1
1917,11686,24226,17981,11180,6430,2652,4975,69,64,1
1685,14405,20309,11386,9405,8332,5414,2740,67,70,1
1158822,397662,263464,99045,195160,63390,47320,67096,60,75,1
1090843,47263,10868,4468,4909,5170,7125,3196,43,81,1
7014,14144,3256,1768,4347,3202,782,1883,47,61,1
383559,16533,1669,2138,5954,9493,8809,7251,57,37,1
9066,3578,2527,1072,5257,5000,2770,2330,80,27,1
3051,4496,791,1140,8129,3985,3086,1360,100,17,1
559526,25507,6482,10744,7581,10902,2381,6244,100,26,1
21753,18587,14256,24313,6620,7881,4426,4565,94,51,1
9512,8517,6514,8323,16492,8495,5012,6531,88,56,1
3166,11098,15345,2457,11572,5332,3600,3832,75,77,1
13126,34631,27563,11128,11185,9357,2587,3271,67,83,1
6443,13583,1146,9055,37569,6618,5257,3617,75,60,1
822394,37928,6582,23714,7540,10186,2274,2708,63,63,1
2174,15772,15757,10849,7736,5349,3756,3093,60,66,1
62883,85142,29786,25525,29923,9329,4649,2447,51,60,1
26639,31857,14371,17476,46513,8492,2110,2966,44,69,1
506379,13808,4652,28835,19342,13256,4854,3564,51,75,1
