11863.00,50510.00,3274.00,5094.00,5244.00,13608.00,14284.00,4048.00,100.00,29.00
296263.00,48029.00,12058.00,2557.00,1980.00,3533.00,3385.00,3111.00,91.00,24.00
45949.00,14612.00,10233.00,16012.00,24357.00,13693.00,3097.00,5983.00,97.00,29.00
33457.00,31767.00,5124.00,3888.00,4095.00,2961.00,1178.00,2959.00,78.00,16.00
853178.00,59666.00,3997.00,7240.00,14582.00,15568.00,19992.00,13833.00,78.00,16.00
69915.00,116735.00,1865.00,10649.00,17447.00,10878.00,4028.00,4108.00,83.00,1.00
8988.00,6538.00,761.00,1394.00,1848.00,1777.00,1185.00,1639.00,78.00,1.00
252441.00,11163.00,780.00,2803.00,2529.00,5090.00,2474.00,805.00,91.00,1.00
4488.00,8248.00,6696.00,11203.00,5394.00,5356.00,4882.00,5883.00,91.00,29.00
135124.00,32196.00,3276.00,1056.00,4344.00,7374.00,1538.00,1855.00,100.00,30.00
24264.00,24234.00,4936.00,7762.00,18161.00,16697.00,5571.00,5149.00,100.00,29.00
43000.00,29886.00,4280.00,22745.00,6030.00,5176.00,11188.00,4915.00,96.00,51.00
26369.00,33752.00,10364.00,4526.00,21914.00,20971.00,5626.00,8916.00,100.00,26.00
120057.00,45266.00,15085.00,12366.00,15494.00,13864.00,9956.00,4818.00,100.00,47.00
71046.00,39467.00,27937.00,23535.00,7462.00,12732.00,9326.00,8324.00,91.00,67.00
6159.00,13006.00,8927.00,19955.00,11229.00,17359.00,6333.00,2375.00,100.00,69.00
30192.00,31240.00,34840.00,28322.00,20457.00,18515.00,7765.00,5022.00,97.00,94.00
224799.00,64199.00,3330.00,11251.00,7000.00,9176.00,2801.00,1661.00,93.00,84.00
12642.00,11923.00,38888.00,9057.00,13666.00,13923.00,6109.00,6698.00,97.00,91.00
11288.00,23202.00,7581.00,11805.00,18764.00,22392.00,11775.00,3757.00,100.00,77.00
26550.00,11197.00,5186.00,15411.00,6209.00,8165.00,6616.00,14007.00,100.00,75.00
11430.00,25968.00,13906.00,7696.00,27174.00,8636.00,6693.00,1869.00,100.00,83.00
3579.00,75230.00,6887.00,9112.00,11048.00,12506.00,3930.00,6691.00,100.00,51.00
5139.00,3726.00,3679.00,2429.00,11418.00,14631.00,3268.00,7058.00,100.00,44.00
9007.00,14899.00,6107.00,7848.00,13746.00,15094.00,10660.00,3334.00,100.00,29.00
5583.00,14868.00,9973.00,24604.00,8871.00,5362.00,2824.00,7991.00,90.00,50.00
30296.00,64166.00,6574.00,16266.00,5565.00,8692.00,3629.00,6632.00,83.00,60.00
11737.00,19020.00,11063.00,10450.00,12477.00,14922.00,4358.00,6297.00,70.00,74.00
29457.00,19038.00,6500.00,9675.00,11629.00,7479.00,5180.00,3377.00,64.00,78.00
756794.00,91468.00,22090.00,22568.00,10138.00,19183.00,5676.00,5713.00,66.00,57.00
10595.00,12380.00,1498.00,9717.00,7453.00,5890.00,9213.00,3778.00,74.00,64.00
67567.00,26724.00,9576.00,26736.00,21020.00,10906.00,4471.00,7239.00,66.00,67.00
24547.00,29651.00,15891.00,25624.00,18895.00,9966.00,4777.00,5263.00,63.00,77.00
17367.00,8833.00,1470.00,9239.00,7972.00,8205.00,5155.00,3798.00,74.00,80.00
48260.00,41028.00,4902.00,14951.00,10863.00,13157.00,3875.00,4864.00,70.00,74.00
38477.00,67520.00,7595.00,10226.00,19448.00,6554.00,5462.00,3353.00,63.00,56.00
7355.00,17675.00,1506.00,2954.00,1272.00,2294.00,1480.00,627.00,61.00,37.00
278988.00,38841.00,33094.00,11239.00,22995.00,14337.00,14301.00,4406.00,53.00,40.00
16005.00,20627.00,7870.00,9097.00,8129.00,19821.00,5951.00,11313.00,60.00,44.00
24852.00,50428.00,6195.00,20260.00,10619.00,10619.00,6100.00,4722.00,64.00,54.00
44023.00,26594.00,19877.00,26834.00,24006.00,7418.00,8539.00,2584.00,64.00,75.00
17097.00,25427.00,15728.00,15910.00,15086.00,11257.00,5870.00,1334.00,64.00,78.00
14036.00,21712.00,6015.00,11152.00,4120.00,8423.00,2533.00,3242.00,60.00,81.00
46123.00,12779.00,9084.00,5992.00,7927.00,5241.00,3942.00,2166.00,61.00,90.00
21331.00,10664.00,9141.00,12055.00,9203.00,12053.00,3566.00,4797.00,70.00,87.00
25335.00,7908.00,25620.00,10732.00,19252.00,13169.00,5480.00,12237.00,75.00,93.00
